customer_id,signup_date,last_active,total_spend,num_support_tickets,total_logins,subscription_type,country,churned
CUST_35,2024-11-02,2024-12-09,4876.8564656825065,2,105,basic,USA,0
CUST_36,2024-08-22,2024-12-17,1368.193026356913,0,182,basic,USA,0
CUST_37,2024-04-02,2024-12-12,1766.0525669637268,7,137,basic,USA,0
CUST_38,2024-03-29,2024-12-12,2714.821210879041,6,87,enterprise,UK,0
CUST_39,2024-02-03,2024-12-20,2887.819782012363,1,31,premium,UK,0
CUST_40,2024-04-24,2024-12-02,3206.814983571076,9,34,premium,Canada,0
CUST_41,2024-07-01,2024-12-23,3246.5323332913476,7,1,basic,UK,0
CUST_42,2024-05-17,2024-12-12,405.80779489337243,0,198,premium,USA,0
CUST_43,2024-08-28,2024-12-08,2416.9716599854273,4,37,enterprise,Australia,0
CUST_44,2024-07-29,2024-12-21,1123.8919063653734,3,147,premium,USA,0
CUST_45,2024-07-04,2024-12-11,4348.560205482283,9,149,premium,Canada,0
CUST_46,2024-02-23,2024-11-30,1407.6764848961343,2,198,enterprise,UK,0
CUST_47,2024-10-22,2024-12-23,500.45349547364253,5,70,premium,Canada,0
CUST_48,2024-05-13,2024-12-03,3695.4403300812965,5,194,premium,UK,0
CUST_49,2024-03-21,2024-12-24,2548.813886117648,7,96,premium,USA,0
CUST_50,2024-08-03,2024-12-25,3704.5066395825306,3,126,premium,Canada,0
CUST_51,2024-09-09,2024-12-01,3446.5525301277044,7,99,basic,UK,0
CUST_52,2024-07-21,2024-12-11,3380.6534686290674,0,47,premium,USA,0
CUST_53,2024-07-20,2024-12-04,3102.066441287917,5,12,premium,Australia,0
CUST_54,2024-10-11,2024-12-22,1399.84056536184,6,104,basic,Australia,0
CUST_55,2024-02-10,2024-12-18,689.8708707882942,3,154,premium,Australia,0
CUST_56,2024-06-11,2024-12-09,2514.0125141073167,4,142,basic,UK,0
CUST_57,2024-06-05,2024-12-17,2661.1541197121,6,30,basic,Australia,0
CUST_58,2024-08-26,2024-12-25,4171.5406118166775,2,127,premium,USA,0
CUST_59,2024-09-16,2024-12-08,4637.564341704496,3,144,premium,UK,0
CUST_60,2024-09-17,2024-12-14,1335.6190768997185,3,139,premium,UK,0
CUST_61,2024-09-19,2024-12-05,3276.1611065804987,0,160,premium,Canada,0
CUST_62,2024-02-21,2024-12-06,2692.3194989258327,8,160,premium,USA,0
CUST_63,2024-07-18,2024-12-14,355.55438832811615,1,8,premium,Australia,0
CUST_64,2024-09-21,2024-12-11,3925.4413159215096,8,173,basic,Canada,0
CUST_65,2024-08-14,2024-12-09,1228.5158934627252,9,82,enterprise,Canada,0
CUST_66,2024-05-21,2024-12-20,401.56763541017256,1,55,enterprise,Australia,0
CUST_67,2024-10-03,2024-12-02,3760.896638374084,8,133,basic,Canada,0
CUST_68,2024-05-02,2024-12-20,451.44691104422225,5,126,basic,UK,0
CUST_69,2024-09-07,2024-12-25,2873.0517983190716,9,4,premium,Canada,0
CUST_70,2024-08-03,2024-12-11,2396.6913912050077,2,188,basic,UK,0
CUST_71,2024-07-03,2024-12-13,1351.1996456610723,4,4,premium,Australia,0
CUST_72,2024-11-19,2024-12-20,3203.3243830146603,5,32,basic,UK,0
CUST_73,2024-02-04,2024-12-07,464.009833253116,1,65,enterprise,Australia,0
CUST_74,2024-10-18,2024-12-22,603.0087192101994,6,75,basic,Australia,0
CUST_75,2024-08-08,2024-12-22,4773.182145521986,6,10,basic,USA,0
CUST_76,2024-06-30,2024-12-08,1268.402733246258,6,183,basic,Australia,0
CUST_77,2024-08-30,2024-12-21,1229.3239630331464,0,31,enterprise,UK,0
CUST_78,2024-09-29,2024-12-18,3915.124490870886,7,89,premium,Canada,0
CUST_79,2024-04-14,2024-12-04,4537.819478490011,1,199,premium,Australia,0
CUST_80,2024-05-22,2024-11-29,1840.758496108194,0,97,premium,Australia,0
CUST_81,2024-07-09,2024-12-06,3733.025155146192,0,106,premium,USA,0
CUST_82,2024-11-26,2024-12-09,4246.614645477915,6,132,basic,Canada,0
CUST_83,2024-03-15,2024-12-14,724.3280285186204,9,195,enterprise,Australia,0
CUST_84,2024-01-27,2024-12-04,1167.903681422176,4,150,basic,Australia,0
CUST_85,2024-01-30,2024-11-30,711.8482834652712,2,173,enterprise,Australia,0
CUST_86,2024-10-29,2024-12-25,1575.7290011165294,1,127,basic,Canada,0
CUST_87,2024-04-26,2024-12-20,3061.6438742055207,8,86,premium,UK,0
CUST_88,2024-01-16,2024-12-04,1261.0224050281925,0,115,enterprise,Canada,0
CUST_89,2024-09-21,2024-12-10,4030.0263435675442,9,113,basic,USA,0
CUST_90,2024-03-21,2024-12-09,1015.3007448047218,7,82,premium,Canada,0
CUST_91,2024-01-23,2024-12-06,3575.863905282171,8,161,premium,USA,0
CUST_92,2024-04-09,2024-12-05,801.4832014671404,4,114,enterprise,Canada,0
CUST_93,2024-10-31,2024-12-08,2522.5929177893263,4,186,enterprise,USA,0
CUST_94,2024-09-21,2024-12-24,1749.0685394889406,8,12,premium,Australia,0
CUST_95,2024-05-02,2024-11-30,4718.780941492218,5,57,premium,Australia,0
CUST_96,2024-01-16,2024-12-01,2234.502258043646,0,25,premium,Canada,0
CUST_97,2024-02-13,2024-12-05,1693.508995600839,1,67,enterprise,Canada,0
CUST_98,2024-01-11,2024-12-10,4947.240694067464,7,140,premium,UK,0
CUST_99,2024-06-03,2024-11-29,1873.8841702458017,0,9,basic,Australia,0
CUST_100,2024-10-09,2024-12-01,2069.4554209235657,0,82,enterprise,Australia,0
CUST_101,2024-01-03,2024-12-10,3147.2469934465316,8,127,premium,USA,0
CUST_102,2024-02-03,2024-12-12,1169.9455376729688,2,144,basic,UK,0
CUST_103,2024-10-21,2024-12-25,4747.079083731548,2,72,premium,USA,0
CUST_104,2024-09-11,2024-12-22,1816.748726714821,8,151,enterprise,Australia,0
CUST_105,2024-11-07,2024-12-05,4269.222238081883,3,25,basic,UK,0
CUST_106,2024-09-05,2024-12-25,2234.9040426048587,7,133,enterprise,Australia,0
CUST_107,2024-11-10,2024-12-03,2025.2882384432207,5,34,basic,Australia,0
CUST_108,2024-08-26,2024-12-13,220.40550258799556,1,151,enterprise,USA,0
CUST_109,2024-05-28,2024-12-23,3925.2047681128674,1,102,enterprise,Canada,0
CUST_110,2024-05-08,2024-12-04,106.15085189052537,2,39,premium,UK,0
CUST_111,2024-07-17,2024-12-09,1396.3971541973194,5,1,premium,USA,0
CUST_112,2024-08-11,2024-12-06,4228.66263306173,6,83,enterprise,Canada,0
CUST_113,2024-07-31,2024-12-16,862.9080640657157,2,138,basic,Australia,0
CUST_114,2024-11-15,2024-12-06,2574.8935293665836,0,45,basic,UK,0
CUST_115,2024-10-18,2024-12-23,2062.514722076734,3,2,enterprise,Canada,0
CUST_116,2024-11-20,2024-12-12,4939.330219275167,8,40,basic,UK,0
CUST_117,2024-06-14,2024-12-12,4143.256351449019,2,2,enterprise,USA,0
CUST_118,2024-07-03,2024-12-23,3963.2503622057798,0,72,enterprise,UK,0
CUST_119,2024-04-10,2024-12-02,3348.5941204671108,4,176,enterprise,Australia,0
CUST_120,2024-01-29,2024-12-09,4259.680101975351,2,192,premium,USA,0
CUST_121,2024-06-30,2024-11-28,3762.1673022788673,2,70,premium,Canada,0
CUST_122,2024-04-17,2024-12-03,1819.5110407402217,7,43,basic,USA,0
CUST_123,2024-04-17,2024-12-15,4955.289130941032,3,9,basic,Canada,0
CUST_124,2024-01-10,2024-12-10,2910.341958167422,9,11,basic,Australia,0
CUST_125,2024-01-26,2024-11-29,131.3415573282705,6,17,basic,Australia,1
CUST_126,2024-04-25,2024-12-19,4922.754406301993,3,139,basic,UK,0
CUST_127,2024-10-24,2024-12-25,1085.7709299682774,4,109,enterprise,Canada,0
CUST_128,2024-01-24,2024-12-09,911.0632552179159,0,99,basic,USA,0
CUST_129,2024-01-28,2024-12-24,219.8596579983979,1,173,basic,Australia,0
CUST_130,2024-10-23,2024-12-18,1124.7446073041488,3,172,premium,Australia,0
CUST_131,2024-01-11,2024-12-01,743.3817556025616,3,114,premium,Canada,0
CUST_132,2024-01-30,2024-12-21,425.23466531948134,0,16,basic,UK,0
CUST_133,2024-09-27,2024-12-21,2797.7354019039526,2,143,enterprise,Australia,0
CUST_134,2024-05-11,2024-12-02,2438.777880547239,0,191,basic,Australia,0
CUST_135,2024-10-17,2024-12-05,2988.1326066264633,2,166,enterprise,Canada,0
CUST_136,2024-09-09,2024-12-05,3450.4484848503153,4,166,enterprise,UK,0
CUST_137,2024-07-20,2024-12-24,4869.817514558533,7,67,enterprise,Australia,0
CUST_138,2024-05-16,2024-12-06,2638.1730148676206,4,49,enterprise,Australia,0
CUST_139,2024-03-18,2024-12-15,3446.3135952201997,9,88,basic,UK,0
CUST_140,2024-09-10,2024-12-16,2503.1309066217837,8,143,basic,UK,0
CUST_141,2024-08-07,2024-12-19,1430.8593293338392,5,133,basic,USA,0
CUST_142,2024-04-17,2024-12-20,1052.859540393545,3,69,premium,UK,0
CUST_143,2024-01-01,2024-12-27,4482.379955207364,5,146,enterprise,USA,0
CUST_144,2024-07-10,2024-12-06,4412.378318892074,8,86,enterprise,Australia,0
CUST_145,2024-10-21,2024-12-19,2650.345881836565,3,132,premium,Canada,0
CUST_146,2024-06-14,2024-12-03,2163.283318320825,9,50,basic,USA,0
CUST_147,2024-02-26,2024-12-20,2442.2283977674674,8,92,basic,Australia,0
CUST_148,2024-05-09,2024-12-24,3059.273530865999,2,133,basic,UK,0
CUST_149,2024-10-21,2024-12-18,542.1094776369639,0,10,basic,UK,0
CUST_150,2024-05-30,2024-12-17,863.7234026103542,4,50,enterprise,Australia,0
CUST_151,2024-03-17,2024-11-29,368.5472345886972,4,11,premium,Australia,0
CUST_152,2024-03-24,2024-12-22,229.27268206185184,4,89,basic,USA,0
CUST_153,2024-08-03,2024-12-09,4808.410295010962,7,199,enterprise,Australia,0
CUST_154,2024-01-18,2024-12-09,3537.001420168569,0,150,basic,UK,0
CUST_155,2024-10-02,2024-12-23,1444.3781336668565,1,179,basic,USA,0
CUST_156,2024-11-14,2024-12-03,2163.409906755722,4,137,basic,USA,0
CUST_157,2024-09-01,2024-12-01,2199.5497421761174,0,47,enterprise,Canada,0
CUST_158,2024-07-10,2024-12-03,3429.8077272535693,1,121,basic,Australia,0
CUST_159,2024-03-04,2024-12-11,4299.299903547071,6,78,premium,Australia,0
CUST_160,2024-09-24,2024-11-30,1088.1633823702434,1,44,premium,Canada,0
CUST_161,2024-06-20,2024-12-19,3756.681065939123,6,125,enterprise,USA,0
CUST_162,2024-06-05,2024-12-09,4287.862703930229,3,61,enterprise,Australia,0
CUST_163,2024-10-25,2024-12-24,662.0397203495581,4,44,enterprise,Australia,0
CUST_164,2024-01-18,2024-12-20,4576.367197673342,6,36,basic,USA,0
CUST_165,2024-09-21,2024-12-23,154.71339316673155,1,144,premium,Canada,0
CUST_166,2024-10-02,2024-12-14,653.9604829108617,9,168,premium,UK,0
CUST_167,2024-09-07,2024-12-18,3804.0273785512168,4,104,basic,USA,0
CUST_168,2024-04-12,2024-12-09,3033.2881354666233,8,61,premium,Canada,0
CUST_169,2024-10-08,2024-12-23,1517.6694675960414,3,33,basic,Canada,0
CUST_170,2024-01-11,2024-12-23,2242.542671660611,2,104,premium,Canada,0
CUST_171,2024-09-14,2024-12-12,4850.155148264034,3,93,basic,Canada,0
CUST_172,2024-07-17,2024-11-28,4008.9888897866526,5,28,enterprise,USA,0
CUST_173,2024-10-31,2024-12-02,1876.8761547743786,1,192,enterprise,Australia,0
CUST_174,2024-07-23,2024-12-27,1766.8689767384506,7,102,basic,UK,0
CUST_175,2024-10-02,2024-12-21,4790.415924443921,2,112,basic,Canada,0
CUST_176,2024-08-30,2024-12-09,860.3730625737753,1,49,premium,UK,0
CUST_177,2024-11-12,2024-12-10,1935.796301529309,6,151,premium,Canada,0
CUST_178,2024-11-04,2024-12-05,1268.4032006481516,3,146,basic,USA,0
CUST_179,2024-02-23,2024-12-11,433.8671726641125,3,187,premium,Canada,0
CUST_180,2024-07-01,2024-12-19,829.101183109529,0,56,premium,Australia,0
CUST_181,2024-03-13,2024-12-16,2838.6356228883965,5,37,basic,Australia,0
CUST_182,2024-06-17,2024-12-23,2387.0429328730543,3,197,basic,Canada,0
CUST_183,2024-04-17,2024-12-22,1875.2048093090502,7,138,basic,Australia,0
CUST_184,2024-03-24,2024-12-02,272.5289824147012,5,16,basic,Canada,0
CUST_185,2024-08-11,2024-12-26,4928.816701526404,8,125,premium,USA,0
CUST_186,2024-06-06,2024-12-24,4531.168468762762,8,36,basic,Australia,0
CUST_187,2024-01-03,2024-12-04,309.540470418782,9,139,premium,UK,0
CUST_188,2024-01-10,2024-12-22,4915.500959728057,7,54,premium,Canada,0
CUST_189,2024-01-13,2024-12-19,276.275311482122,0,157,enterprise,Australia,0
CUST_190,2024-06-06,2024-12-12,4750.197452849155,1,152,enterprise,USA,0
CUST_191,2024-04-01,2024-12-26,3455.59668234578,8,107,premium,Canada,0
CUST_192,2024-02-12,2024-12-15,938.2346111293472,1,102,enterprise,UK,0
CUST_193,2024-07-22,2024-12-22,4189.435502120898,5,65,basic,UK,0
CUST_194,2024-02-19,2024-12-03,4213.8198399442035,5,156,basic,Canada,0
CUST_195,2024-05-24,2024-12-17,959.6992117591041,6,56,basic,Australia,0
CUST_196,2024-10-17,2024-11-30,4867.790226009547,1,94,enterprise,Australia,0
CUST_197,2024-06-22,2024-12-07,4140.507042268238,0,194,enterprise,Australia,0
CUST_198,2024-04-13,2024-11-28,723.4164524660241,7,178,enterprise,UK,0
CUST_199,2024-03-21,2024-12-02,4001.41040436755,2,159,premium,USA,0
CUST_200,2024-02-20,2024-12-17,3191.3201865518877,7,55,premium,UK,0
CUST_201,2024-11-09,2024-12-20,218.36542561274257,1,102,enterprise,Canada,0
CUST_202,2024-07-24,2024-12-26,3622.9051670033577,5,11,enterprise,Australia,0
CUST_203,2024-07-26,2024-12-02,4693.199007015778,1,185,premium,USA,0
CUST_204,2024-05-31,2024-12-24,828.7560995470751,8,34,basic,Australia,1
CUST_205,2024-11-01,2024-12-06,3739.030290245245,9,90,premium,Australia,0
CUST_206,2024-09-11,2024-12-24,455.14636410044466,8,100,enterprise,USA,0
CUST_207,2024-03-21,2024-12-04,1793.9681303183297,8,135,enterprise,Australia,0
CUST_208,2024-04-22,2024-12-11,4102.009280961587,0,156,premium,UK,0
CUST_209,2024-01-02,2024-12-08,1722.300172276767,8,173,premium,Australia,0
CUST_210,2024-08-05,2024-12-07,2666.8732742965926,0,186,basic,UK,0
CUST_211,2024-11-23,2024-12-22,1223.0263344883986,0,19,enterprise,UK,0
CUST_212,2024-04-20,2024-12-08,1041.4499271202728,3,181,basic,Canada,0
CUST_213,2024-05-23,2024-11-30,765.2734389247724,5,83,premium,Australia,0
CUST_214,2024-03-21,2024-12-13,2719.922017406696,4,97,premium,Australia,0
CUST_215,2024-01-28,2024-11-28,2367.115758588712,8,81,enterprise,Australia,0
CUST_216,2024-10-07,2024-12-06,1870.5297850558763,5,131,enterprise,Canada,0
CUST_217,2024-01-01,2024-12-26,2280.528340548876,0,48,premium,USA,0
CUST_218,2024-09-19,2024-12-06,2861.101010964454,1,130,basic,UK,0
CUST_219,2024-11-21,2024-12-19,1296.2744698163804,5,8,enterprise,Australia,0
CUST_220,2024-08-28,2024-12-17,1417.4548845018478,4,17,enterprise,Australia,0
CUST_221,2024-06-23,2024-12-20,1168.2966852587795,7,91,premium,Australia,0
CUST_222,2024-07-27,2024-12-06,1387.7824306694047,9,26,basic,USA,0
CUST_223,2024-04-24,2024-12-17,2908.204852681248,4,56,enterprise,USA,0
CUST_224,2024-03-19,2024-12-05,2718.0670731291752,9,39,basic,Australia,0
CUST_225,2024-03-18,2024-12-08,2429.1123398524232,3,161,premium,USA,0
CUST_226,2024-05-02,2024-12-22,2267.672472046856,1,35,premium,Canada,0
CUST_227,2024-04-13,2024-12-20,1547.919808445131,5,13,premium,UK,0
CUST_228,2024-08-01,2024-12-08,1304.2534941262527,0,106,basic,UK,0
CUST_229,2024-07-01,2024-12-16,2252.682833134297,4,30,premium,UK,0
CUST_230,2024-02-16,2024-12-07,4845.318680530702,8,89,enterprise,Australia,0
CUST_231,2024-04-22,2024-12-25,2784.5138225155006,9,175,enterprise,USA,0
CUST_232,2024-01-23,2024-12-24,841.6549200115855,7,186,enterprise,Australia,0
CUST_233,2024-09-16,2024-11-29,4975.001660894512,1,130,basic,USA,0
CUST_234,2024-10-18,2024-12-01,412.0097963143009,0,134,basic,UK,0
CUST_235,2024-05-06,2024-12-24,4341.133222887486,6,83,enterprise,UK,0
CUST_236,2024-09-04,2024-12-09,1150.9263470197648,1,188,basic,Australia,0
CUST_237,2024-06-12,2024-12-12,4664.972972124259,0,7,basic,UK,0
CUST_238,2024-09-06,2024-12-03,878.9591117946012,6,144,premium,UK,0
CUST_239,2024-03-05,2024-12-08,3813.5149188126916,0,169,basic,USA,0
CUST_240,2024-10-16,2024-12-14,2561.8808279568266,5,183,basic,USA,0
CUST_241,2024-01-01,2024-12-07,3380.6867103054033,0,56,enterprise,UK,0
CUST_242,2024-07-02,2024-12-25,3836.01743451169,7,159,premium,Australia,0
CUST_243,2024-06-20,2024-12-10,1763.5898842374168,0,122,premium,USA,0
CUST_244,2024-11-12,2024-12-07,3152.7555303820623,0,128,premium,Canada,0
CUST_245,2024-05-26,2024-12-25,1118.4832852190739,9,158,premium,UK,0
CUST_246,2024-09-07,2024-12-08,2463.3512332477057,3,41,premium,Canada,0
CUST_247,2024-07-21,2024-12-21,764.848719975529,3,12,premium,USA,0
CUST_248,2024-01-05,2024-12-15,4581.0729468891695,1,114,enterprise,UK,0
CUST_249,2024-02-14,2024-12-16,1657.577330879357,2,167,enterprise,Australia,0
CUST_250,2024-10-06,2024-12-01,577.0118438222041,9,43,enterprise,Australia,1
CUST_251,2024-01-09,2024-11-30,978.725408726073,5,36,basic,Australia,0
CUST_252,2024-07-11,2024-12-24,2839.7695071192434,0,110,enterprise,USA,0
CUST_253,2024-11-01,2024-12-27,2259.268373487098,3,37,basic,USA,0
CUST_254,2024-11-24,2024-12-22,3435.1665737582925,8,71,enterprise,Australia,0
CUST_255,2024-11-27,2024-12-13,2364.6911229084917,8,149,enterprise,USA,0
CUST_256,2024-09-03,2024-12-14,999.1743578608235,0,87,basic,USA,0
CUST_257,2024-03-11,2024-12-03,2302.3671586806117,9,118,basic,Australia,0
CUST_258,2024-07-12,2024-12-02,2217.5721126645767,9,81,basic,UK,0
CUST_259,2024-09-22,2024-12-01,1034.2829575703395,9,87,enterprise,UK,0
CUST_260,2024-11-12,2024-12-10,2240.442957175799,3,70,basic,UK,0
CUST_261,2024-01-19,2024-12-23,3099.8870540802423,9,164,premium,UK,0
CUST_262,2024-04-22,2024-12-15,3428.0721512534806,7,32,premium,Australia,0
CUST_263,2024-07-25,2024-11-28,113.25540261725479,3,88,basic,UK,0
CUST_264,2024-11-24,2024-12-08,3174.798877390609,5,41,basic,USA,0
CUST_265,2024-07-18,2024-12-03,3405.52275649237,6,107,premium,UK,0
CUST_266,2024-01-08,2024-12-18,3801.3018239033327,8,26,basic,Canada,0
CUST_267,2024-05-31,2024-12-21,3301.83281791729,6,92,basic,UK,0
CUST_268,2024-04-08,2024-12-11,2383.0916506655158,0,182,basic,USA,0
CUST_269,2024-09-21,2024-11-30,1819.9069107350917,2,46,enterprise,Australia,0
CUST_270,2024-01-17,2024-12-25,580.3175200325395,1,89,premium,Canada,0
CUST_271,2024-11-11,2024-12-17,4267.736988449536,7,113,enterprise,Canada,0
CUST_272,2024-08-25,2024-11-28,3836.387272983399,4,122,enterprise,Australia,0
CUST_273,2024-02-08,2024-11-28,3452.782230783214,8,44,premium,USA,0
CUST_274,2024-04-23,2024-12-03,1018.1162038171542,7,96,basic,USA,0
CUST_275,2024-07-05,2024-12-22,1443.2213907310515,9,28,enterprise,UK,0
CUST_276,2024-07-16,2024-12-25,1098.699688083025,3,65,enterprise,UK,0
CUST_277,2024-11-25,2024-11-30,4318.885730651695,7,64,basic,UK,0
CUST_278,2024-02-10,2024-12-03,2674.208141501609,6,18,premium,UK,0
CUST_279,2024-10-13,2024-12-11,1718.3414638045367,6,39,premium,USA,0
CUST_280,2024-06-10,2024-12-03,259.4879996548166,7,43,basic,Australia,1
CUST_281,2024-05-02,2024-12-13,2276.2364173476026,9,67,enterprise,Australia,0
CUST_282,2024-08-02,2024-12-26,2644.4764176986064,6,191,premium,USA,0
CUST_283,2024-05-31,2024-12-27,4453.353254672756,2,131,enterprise,USA,0
CUST_284,2024-06-08,2024-12-21,4543.204157551564,6,124,enterprise,Australia,0
CUST_285,2024-10-11,2024-12-18,1251.9438507113455,3,197,enterprise,UK,0
CUST_286,2024-06-15,2024-12-11,2549.1194920833327,8,22,basic,USA,0
CUST_287,2024-10-08,2024-12-14,2864.3023192088936,1,46,basic,UK,0
CUST_288,2024-05-22,2024-12-03,3137.6807308237862,6,164,basic,USA,0
CUST_289,2024-10-17,2024-11-29,3180.877071164673,1,16,basic,UK,0
CUST_290,2024-05-24,2024-12-18,1208.4708812813203,7,50,enterprise,Canada,0
CUST_291,2024-08-12,2024-12-25,957.6028972000929,9,175,premium,Canada,0
CUST_292,2024-11-10,2024-12-06,4730.021863055786,6,161,basic,USA,0
CUST_293,2024-05-29,2024-12-05,2868.43665097603,4,158,premium,UK,0
CUST_294,2024-11-07,2024-12-19,1052.1513657190358,8,85,premium,Australia,0
CUST_295,2024-10-31,2024-12-25,1667.5810685431122,4,18,enterprise,USA,0
CUST_296,2024-10-19,2024-12-03,1168.5562706878861,9,140,premium,UK,0
CUST_297,2024-07-31,2024-12-04,211.98052123037812,4,100,basic,Canada,0
CUST_298,2024-11-08,2024-12-24,2697.6598947420416,2,55,enterprise,Canada,0
CUST_299,2024-07-26,2024-12-11,3436.199734162335,5,87,enterprise,UK,0
CUST_300,2024-02-28,2024-12-10,1109.87434721094,3,137,enterprise,Australia,0
CUST_301,2024-04-18,2024-12-21,1951.7682650808933,4,89,basic,UK,0
CUST_302,2024-04-15,2024-12-01,1909.4249869910184,1,12,enterprise,USA,0
CUST_303,2024-02-02,2024-11-30,4568.590290782639,0,49,premium,USA,0
CUST_304,2024-04-17,2024-12-24,1065.1217040741672,8,141,premium,UK,0
CUST_305,2024-01-19,2024-12-12,2354.9893002584477,5,189,basic,Canada,0
CUST_306,2024-04-16,2024-11-28,4833.359616109218,1,144,premium,Australia,0
CUST_307,2024-10-23,2024-12-03,1485.0518762243482,8,43,basic,UK,0
CUST_308,2024-02-06,2024-12-13,3316.844910157173,7,169,premium,USA,0
CUST_309,2024-01-23,2024-12-24,2222.8612247852793,6,61,premium,USA,0
CUST_310,2024-08-10,2024-12-25,4519.5571782277675,5,139,basic,USA,0
CUST_311,2024-05-16,2024-12-25,3182.9700359670223,6,119,enterprise,Canada,0
CUST_312,2024-10-01,2024-12-09,2547.276137507899,8,27,enterprise,UK,0
CUST_313,2024-07-30,2024-12-03,4196.67004551861,3,93,enterprise,Australia,0
CUST_314,2024-09-29,2024-12-21,4108.92554628534,8,114,enterprise,UK,0
CUST_315,2024-07-13,2024-12-03,3215.4139774030773,7,107,premium,USA,0
CUST_316,2024-04-30,2024-12-21,3397.8205311909696,4,46,enterprise,UK,0
CUST_317,2024-09-10,2024-11-28,166.35697781891156,6,98,basic,UK,0
CUST_318,2024-04-14,2024-12-15,2593.832723630125,4,149,basic,USA,0
CUST_319,2024-04-26,2024-12-15,824.8721379174057,7,95,basic,UK,0
CUST_320,2024-01-24,2024-12-08,2039.7631109412998,7,160,premium,USA,0
CUST_321,2024-06-20,2024-12-01,1320.6760842910614,6,26,premium,UK,0
CUST_322,2024-04-07,2024-12-11,3888.9286384740108,7,106,premium,Australia,0
CUST_323,2024-10-31,2024-12-06,2576.1385901578947,1,23,premium,UK,0
CUST_324,2024-02-25,2024-12-21,3665.71355938782,0,7,premium,UK,0
CUST_325,2024-06-04,2024-12-15,1932.580844302664,6,100,basic,Canada,0
CUST_326,2024-09-18,2024-12-04,4432.913657792378,5,9,basic,USA,0
CUST_327,2024-08-11,2024-12-26,1508.572641465622,7,28,enterprise,Canada,0
CUST_328,2024-05-12,2024-12-01,1902.7439479349719,3,92,enterprise,Canada,0
CUST_329,2024-01-05,2024-12-13,2963.1427200159615,9,59,enterprise,UK,0
CUST_330,2024-11-02,2024-12-14,2298.027416468735,9,51,enterprise,USA,0
CUST_331,2024-04-15,2024-12-20,886.2692995448076,2,133,enterprise,UK,0
CUST_332,2024-10-05,2024-12-04,3389.120369505077,8,140,enterprise,UK,0
CUST_333,2024-07-01,2024-12-10,3147.898513082518,2,193,premium,Australia,0
